arxiv_id,version,title,authors,published,updated,primary_category,categories,abstract,canonical_url,pdf_url,route_ids,families,rounds,raw_files
2604.12416,v1,Machine learning for four-dimensional SU(3) lattice gauge theories,Urs Wenger,2026-04-14T08:02:16Z,2026-04-14T08:02:16Z,hep-lat,hep-lat;cs.LG,"In this review I summarize how machine learning can be used in lattice gauge theory simulations and what ap\-proaches are currently available to improve the sampling of gauge field configurations, with a focus on applications in four-dimensional SU(3) gauge theories. These include approaches based on generative machine-learning models such as (stochastic) normalizing flows and diffusion processes, and an approach based on renormalization group (RG) transformations, more specifically the machine learning of RG-improved gauge actions using gauge-equivariant convolutional neural networks. In particular, I present scaling results for a machine-learned fixed-point action in four-dimensional SU(3) gauge theory towards the continuum limit. The results include observables based on the classically perfect gradient-flow scales, which are free of tree-level lattice artefacts to all orders, and quantities related to the static potential and the deconfinement transition.",https://arxiv.org/abs/2604.12416,https://arxiv.org/pdf/2604.12416v1,Q05;Q06;Q10,diffusion;normalizing_flow;stochastic_flow,L1;L2,raw/arxiv/Q05.xml;raw/arxiv/Q06.xml;raw/arxiv/Q10.xml
2604.14300,v1,Cell-Dependent Criticality for Quantum Metrology,Zhoutao Lei; Jihao Ma; Yun Chen; Tingting Wang; Jiangbin Gong,2026-04-15T18:00:40Z,2026-04-15T18:00:40Z,quant-ph,quant-ph,"Exploiting enhanced sensitivity of a system in the vicinity of a phase transition boundary, critical quantum metrology to date still suffers from gap-closure related bottleneck effects, namely, critical slowing down of the sensing dynamics and a drastic shrinking of the parameter sensing window. To alleviate the said bottleneck inherent to any homogeneous lattice used for sensing, here we propose to leverage the intrinsic hopping inhomogeneity arising from bosonic ladder-operator matrix elements in Fock-space lattices (FSLs). Specifically, using a two-mode Jaynes--Cummings-type model, we show that the sensing parameter can be imprinted onto a topological zero-energy mode of the FSL. The key system parameters thus become cell dependent, effectively tracing out a curve in a topological phase diagram. Cell-dependent criticality emerges when this curve crosses or approaches a topological phase boundary, without globally tuning the lattice close to criticality. An external control parameter reshapes this curve, continuously tuning the scaling of the quantum Fisher information from the standard to the Heisenberg scaling while maintaining broad sensing coverage and a reduced gap cost. Furthermore, a local photon-number measurement on a single cavity saturates the quantum Fisher information. These results identify FSLs as a scalable and practical route to criticality-based quantum metrology.",https://arxiv.org/abs/2604.14300,https://arxiv.org/pdf/2604.14300v1,Q11,critical_slowing,L2,raw/arxiv/Q11.xml
2604.15694,v2,Neural Continuous-Time Markov Chain: Discrete Diffusion via Decoupled Jump Timing and Direction,Jingyuan Li; Xiaoyi Jiang; Fukang Wen; Wei Liu; Renqian Luo; Yi Zhu; Zuoqiang Shi; Pipi Hu,2026-04-17T04:40:19Z,2026-05-08T08:30:42Z,cs.LG,cs.LG;math.PR,"Discrete diffusion models based on continuous-time Markov chains (CTMCs) have shown strong performance on language and discrete data generation, yet existing approaches typically parameterize the reverse rate matrix monolithically -- through proxies such as concrete scores (SEDD) or clean-data predictions (MDLM, GIDD) -- rather than aligning the parameterization with the intrinsic CTMC decomposition into jump timing and jump direction. We propose \textbf{Neural CTMC}, which exploits the underlying Poisson structure of CTMC dynamics by separately parameterizing the reverse process through an \emph{exit rate} (when to jump) and a \emph{jump distribution} (where to jump) via two dedicated network heads. We show that the evidence lower bound (ELBO) reduces to a path-space KL divergence between the true and learned reverse processes that factorizes into a Poisson KL for timing and a categorical KL for direction, and admits a tractable, gradient-equivalent and consistent loss. Experimentally, scored by Gemma2-9B, our pure-uniform Neural CTMC achieves $16.36$ generative perplexity on TinyStories (vs.\ GIDD $37.60$ and MDLM $42.66$). On OpenWebText, it attains the best perplexity at the same training-token budget across 16--128 sampling steps among the methods we compare (e.g., at 128 steps: Neural CTMC $183.6$ vs.\ MDLM $210.5$ and GIDD $249.8$). To facilitate reproducibility, we release our pretrained weights at https://huggingface.co/Jiangxy1117/Neural-CTMC.",https://arxiv.org/abs/2604.15694,https://arxiv.org/pdf/2604.15694v2,Q08,path_space,L2,raw/arxiv/Q08.xml
2604.18723,v1,Model-independent reconstruction of cosmic thermodynamics and dark energy dynamics,Afaq Maqsood; Tanima Duary,2026-04-20T18:20:46Z,2026-04-20T18:20:46Z,astro-ph.CO,astro-ph.CO,"We perform a model-independent investigation of the thermodynamic evolution of the Universe by reconstructing the expansion history from observational data using Gaussian Process regression. We consider three independent combinations of datasets, namely CC32+DESI DR2+Pantheon+, CC32+DESI DR2+Union3, and CC32+DESI DR2+DES Y5, allowing us to assess the impact of different supernova samples on the reconstruction. From the reconstructed Hubble parameter and its derivatives over the redshift range 0 to 2, we evaluate key thermodynamic quantities associated with the apparent horizon, including the diagnostic function $P(z)$, the entropy production rate $\dot{S}_{\mathrm{tot}}$, and its second derivative $\ddot{S}_{\mathrm{tot}}$. We find that $P(z)$ remains positive across all redshifts, ensuring the validity of the generalized second law of thermodynamics. Correspondingly, $\dot{S}_{\mathrm{tot}} > 0$ throughout, while $\ddot{S}_{\mathrm{tot}} < 0$ at low redshifts, indicating that the Universe evolves toward stable thermodynamic equilibrium. To assess methodological robustness, the reconstruction is performed using multiple covariance kernels, including the Squared Exponential and Matérn kernels with $ν= 5/2, 7/2,$ and $9/2$, all of which yield consistent results within uncertainties. We also reconstruct the dark energy equation of state in a fully model-independent manner and find it to be consistent with a cosmological constant at the present epoch, with no statistically significant deviation from $Λ$CDM.",https://arxiv.org/abs/2604.18723,https://arxiv.org/pdf/2604.18723v1,Q09,entropy_production,L2,raw/arxiv/Q09.xml
2604.20775,v1,Relative Entropy Estimation in Function Space: Theory and Applications to Trajectory Inference,Chao Wang; Luca Nepote; Giulio Franzese; Pietro Michiardi,2026-04-22T17:03:49Z,2026-04-22T17:03:49Z,cs.LG,cs.LG,"Trajectory Inference (TI) seeks to recover latent dynamical processes from snapshot data, where only independent samples from time-indexed marginals are observed. In applications such as single-cell genomics, destructive measurements make path-space laws non-identifiable from finitely many marginals, leaving held-out marginal prediction as the dominant but limited evaluation protocol. We introduce a general framework for estimating the Kullback-Leibler divergence (KL) divergence between probability measures on function space, yielding a tractable, data-driven estimator that is scalable to realistic snapshot datasets. We validate the accuracy of our estimator on a benchmark suite, where the estimated functional KL closely matches the analytic KL. Applying this framework to synthetic and real scRNA-seq datasets, we show that current evaluation metrics often give inconsistent assessments, whereas path-space KL enables a coherent comparison of trajectory inference methods and exposes discrepancies in inferred dynamics, especially in regions with sparse or missing data. These results support functional KL as a principled criterion for evaluating trajectory inference under partial observability.",https://arxiv.org/abs/2604.20775,https://arxiv.org/pdf/2604.20775v1,Q08,path_space,L2,raw/arxiv/Q08.xml
2604.24777,v2,Bounded thermal weights from a discrete Boltzmann factor,Abdelmalek Boumali; Yassine Chargui,2026-04-18T22:28:37Z,2026-04-30T11:33:51Z,physics.gen-ph,physics.gen-ph,"The discrete Boltzmann factor $B_E(β_n)=(1-bE)^n$, introduced by Chung, Hassanabadi, and Boumali, provides a lattice regularization of the canonical weight $e^{-βE}$ and imposes the compact-support condition $E<1/b$. In the present analysis we systematically separate results that follow directly from this bounded thermal weight from those that require additional phenomenological input. First, we study the discrete Bose--Einstein occupation factor relevant for Hawking radiation, derive the leading suppression of black-hole luminosity, and show that the thermal Hawking channel shuts off as the cutoff scale is approached. Second, we formulate a discrete work functional built from ratios of thermal weights and establish an exact Jarzynski-type identity for deterministic measure-preserving protocols; in contrast, the corresponding Crooks relation does not collapse to a function of work alone, and first-order approximations retain an explicit initial-energy dependence that cannot be reduced to a simple $W$-dependent correction without additional assumptions. Third, and purely as an ancillary kinematic extension rather than a derivation from the statistical framework itself, we examine a bounded modified-dispersion ansatz and estimate the associated time-of-flight constraints. Throughout, we include illustrative figures, clarify the non-universal status of the entropy correction, and emphasize that direct laboratory signatures are negligible whenever $b$ is universal and Planck suppressed. Finally, the standard continuum expressions are recovered smoothly in the limit $b\to 0$.",https://arxiv.org/abs/2604.24777,https://arxiv.org/pdf/2604.24777v2,Q12,jarzynski,L3,raw/arxiv/Q12.xml
2604.26534,v2,Neural and Tensor Networks in the Study of Quantum Annealing Processors,Tomasz Śmierzchalski,2026-04-29T11:03:55Z,2026-04-30T07:53:36Z,quant-ph,quant-ph,"Quantum annealing targets low-energy solutions of Ising/QUBO problems, but reliable assessment requires more than best-energy comparisons. This dissertation develops a benchmarking framework for D-Wave quantum annealers that combines strong classical baselines, sampling and diversity metrics, and thermodynamic cost. Its first contribution, SpinGlassPEPS$.$jl, is a topology-aware tensor-network heuristic for optimization and sampling on Pegasus/Zephyr-like graphs. It maps Ising instances to local Potts clusters, represents the partition function with PEPS, and performs branch-and-bound search in probability space. Benchmarks show that it is a physically interpretable reference solver, though approximate contractions limit its competitiveness on the largest instances. The second contribution treats quantum annealers as effective thermal machines, relating success probability and solution quality to dissipation, entropy production, and effective temperature. Carefully placed pauses can improve performance while reducing thermodynamic cost, although longitudinal fields may become harmful in paused schedules. The thesis also introduces reinforcement-learning post-processing to improve returned samples and exact small-system simulations to probe annealing dynamics. Overall, it argues for quantum-annealing benchmarks that jointly measure algorithmic performance and physical expenditure.",https://arxiv.org/abs/2604.26534,https://arxiv.org/pdf/2604.26534v2,Q09,entropy_production,L2,raw/arxiv/Q09.xml
2604.27443,v2,ABC: Any-Subset Autoregression via Non-Markovian Diffusion Bridges in Continuous Time and Space,Gabe Guo; Thanawat Sornwanee; Lutong Hao; Elon Litman; Stefano Ermon; Jose Blanchet,2026-04-30T05:29:06Z,2026-05-05T15:16:38Z,cs.LG,cs.LG;cs.AI,"Generating continuous-time, continuous-space stochastic processes (e.g., videos, weather forecasts) conditioned on partial observations (e.g., first and last frames) is a fundamental challenge. Existing approaches, (e.g., diffusion models), suffer from key limitations: (1) noise-to-data evolution fails to capture structural similarity between states close in physical time and has unstable integration in low-step regimes; (2) random noise injected is insensitive to the physical process's time elapsed, resulting in incorrect dynamics; (3) they overlook conditioning on arbitrary subsets of states (e.g., irregularly sampled timesteps, future observations). We propose ABC: Any-Subset Autoregressive Models via Non-Markovian Diffusion Bridges in Continuous Time and Space. Crucially, we model the process with one continual SDE whose time variable and intermediate states track the real time and process states. This has provable advantages: (1) the starting point for generating future states is the already-close previous state, rather than uninformative noise; (2) random noise injection scales with physical time elapsed, encouraging physically plausible dynamics with similar time-adjacent states. We derive SDE dynamics via changes-of-measure on path space, yielding another advantage: (3) path-dependent conditioning on arbitrary subsets of the state history and/or future. To learn these dynamics, we derive a path- and time-dependent extension of denoising score matching. Our experiments show ABC's superiority to competing methods on multiple domains, including video generation and weather forecasting.",https://arxiv.org/abs/2604.27443,https://arxiv.org/pdf/2604.27443v2,Q08,path_space,L2,raw/arxiv/Q08.xml
2605.05764,v1,Weighted Phase-Space Paths for Exact Wigner Dynamics,Surachate Limkumnerd; Panat Phanthaphanitkul,2026-05-07T06:57:15Z,2026-05-07T06:57:15Z,quant-ph,quant-ph;math-ph,"A quantum state can be written in phase space, but the resulting object is not generally the probability density of a positive stochastic process on ordinary phase space. We spell this out for Wigner dynamics. If a positive phase-space process is required only to reproduce the Born density after integrating over momentum, the requirement fixes only an integrated current; the local drift and diffusion remain underdetermined. If one instead requires all Weyl-ordered expectation values, the phase-space object is fixed to be the Wigner function. For non-quadratic potentials the Wigner--Moyal generator contains higher-order, signed momentum-transfer terms, so it is not the Fokker--Planck generator of a positive Brownian diffusion. The exact Wigner function must therefore be reconstructed, in a stochastic representation, as a weighted empirical measure \[ \FW(\z,t)=\E_{\Pp}[W_tδ(\z-\z_t)], \qquad \z=(q,p), \] rather than the unweighted density of sampled carrier trajectories. With classical Hamiltonian flow as the carrier, all nonclassical correction beyond classical transport sits in the Moyal residual and can be represented by signed weights or branching events. The same split defines a residual diagnostic that vanishes for quadratic Hamiltonians and measures what classical carrier transport misses in anharmonic dynamics. The formulation also gives a forward--reverse relation for signed Wigner path measures. The ratio of forward and reversed contributions separates into a positive magnitude factor and a sign factor. This sign records the parity of the Wigner interference contribution; it is not a thermodynamic entropy production.",https://arxiv.org/abs/2605.05764,https://arxiv.org/pdf/2605.05764v1,Q09,entropy_production,L2,raw/arxiv/Q09.xml
2605.06829,v1,"A Unified Measure-Theoretic View of Diffusion, Score-Based, and Flow Matching Generative Models",Aditya Ranganath; Mukesh Singhal,2026-05-07T18:32:15Z,2026-05-07T18:32:15Z,cs.LG,cs.LG;cs.CV;cs.ET;cs.IT;cs.NE,"We survey continuous-time generative modeling methods based on transporting a simple reference distribution to a data distribution via stochastic or deterministic dynamics. We present a unified framework in which diffusion models, score-based generative models, and flow matching are instances of learning a time-dependent vector field that induces a family of marginals $(ρ_t)_{t \in [0,1]}$ governed by continuity and Fokker-Planck equations. Such a unified theory is timely because these methods are converging methodologically, yet fragmented notation and competing derivations continue to obscure their shared structure and the practical tradeoffs governing sampling, stability, and computation. Within this framework, we (i) derive reverse-time sampling for diffusion and score-based models as controlled stochastic dynamics, (ii) show that the probability flow ODE yields identical marginals and connects diffusion to likelihood-based normalizing flows, and (iii) interpret flow matching as direct regression of the velocity field under a chosen interpolation, clarifying when it coincides with or differs from score-based training. We compare objectives, sampling schemes, and discretization errors under unified notation, discuss connections to Schrodinger bridges and entropic optimal transport, and summarize theoretical guarantees and open problems on approximation, stability, and scalability.",https://arxiv.org/abs/2605.06829,https://arxiv.org/pdf/2605.06829v1,Q18,adjacent,L4,raw/arxiv/Q18.xml
2605.07867,v1,Cluster Dynamics Stay Fast-Until Tricriticality,Minjun Jeon; Alexandros Vasilopoulos; Dong-Hee Kim; Víctor Martín-Mayor; Nikolaos G. Fytas,2026-05-08T15:25:25Z,2026-05-08T15:25:25Z,cond-mat.stat-mech,cond-mat.stat-mech,"Cluster Monte Carlo algorithms are widely regarded as the most effective route to overcoming critical slowing down in lattice spin systems. Whether this acceleration persists in the presence of vacancies and multicritical fluctuations, however, remains unresolved. We address this question through a systematic dynamic-scaling study of hybrid cluster-local update schemes in the two-dimensional Blume-Capel model, which exhibits a line of continuous Ising-like transitions terminating at a tricritical point. Along the entire critical line, hybrid dynamics retain the near-optimal efficiency of pure cluster updates despite the presence of annealed vacancies. Strikingly, this acceleration collapses precisely at tricriticality, where the dynamic critical exponent reverts to the local-update value. We trace this breakdown to the correlated percolation of vacancies, whose emergent system-spanning geometry obstructs nonlocal relaxation in the spin sector. Our results identify a fundamental geometric limitation of cluster acceleration at tricriticality and establish vacancy percolation as the mechanism controlling dynamic universality in hybrid Monte Carlo dynamics.",https://arxiv.org/abs/2605.07867,https://arxiv.org/pdf/2605.07867v1,Q11,critical_slowing,L2,raw/arxiv/Q11.xml
2605.11199,v1,Operator Spectroscopy of Trained Lattice Samplers,Moxian Qian,2026-05-11T20:06:15Z,2026-05-11T20:06:15Z,hep-lat,hep-lat;cs.LG,"Trained lattice samplers are usually judged by the ensembles they generate. Here we instead analyze the trained field-space function itself: a flow-matching velocity, a diffusion score, or a normalizing-flow action residual. We project these functions onto operator bases fixed before the fit, chosen from symmetry, exact Gaussian path limits, finite-volume modes, and gauge covariance. For two-dimensional lattice \(φ^4\), a trained straight-flow teacher is not described by a local force basis alone. After the local transport basis, the residual separates into a zero-mode Binder component and a lowest-shell finite-\(k\) correlator component. The deflated zero-mode polynomial \(P_5(M;t)\) reduces the dominant Binder-tail component, while \(φ^\perp_{|n|^2=1}\) reduces the finite-\(k\) correlator component; wrong-parity, off-zero-mode, and random controls do not produce the same reductions. The same projection distinguishes other sampler classes. Diffusion follows the force-resolvent ordering predicted by the free theory, reverse-KL normalizing-flow collapse appears as a forbidden odd zero-mode residual, and gauge-equivariant teachers are resolved by Wilson-loop-force tangent directions. The operator basis is model- and symmetry-dependent, but the test is common: project the trained field-space function and retain sectors that lower held-out residuals and pass the available controls.",https://arxiv.org/abs/2605.11199,https://arxiv.org/pdf/2605.11199v1,P09,author_context,L3,raw/arxiv/P09.xml
2605.12379,v1,Discrete Flow Matching for Offline-to-Online Reinforcement Learning,Fairoz Nower Khan; Nabuat Zaman Nahim; Peizhong Ju,2026-05-12T16:44:02Z,2026-05-12T16:44:02Z,cs.LG,cs.LG;cs.AI,"Many reinforcement learning (RL) tasks have discrete action spaces, but most generative policy methods based on diffusion and flow matching are designed for continuous control. Meanwhile, generative policies usually rely heavily on offline datasets and offline-to-online RL is itself challenging, as the policy must improve from new interaction without losing useful behavior learned from static data. To address those challenges, we introduce DRIFT, an online fine-tuning method that updates an offline pretrained continuous-time Markov chain (CTMC) policy with an advantage-weighted discrete flow matching loss. To preserve useful pretrained knowledge, we add a path-space penalty that regularizes the full CTMC trajectory distribution, rather than only the final action distribution. For large discrete action spaces, we introduce a candidate-set approximation that updates the actor over a small subset of actions sampled from reference-policy rollouts and uniform exploration. Our theoretical analysis shows that the candidate-set error is controlled by missing target probability mass, and the induced CTMC generator error decreases as the candidate set covers more high-probability actions. Experiments on prevailing discrete action RL task show that our method provides stable offline-to-online improvement across all tasks, achieving the highest average score on Jericho with a simple GRU encoder while outperforming methods that use pretrained language models. Controlled experiments further confirm that the path-space penalty remains bounded during fine-tuning and that the CTMC generator adapts to shifted rewards faster than deterministic baselines. The candidate-set mechanism is supported by a stability analysis showing that the generator error decreases exponentially with candidate coverage.",https://arxiv.org/abs/2605.12379,https://arxiv.org/pdf/2605.12379v1,Q08,path_space,L2,raw/arxiv/Q08.xml
2605.13121,v1,Ultrafast Critical Slowing of Spin Dynamics and Emergent Nonequilibrium Fano Interference in Fe3GeTe2,Anupama Chauhan; Sidhanta Sahu; Satyabrata Bera; Tuhin Debnath; Mintu Mondal; Anamitra Mukherjee; Siddhartha Lal; N. Kamaraju,2026-05-13T07:47:50Z,2026-05-13T07:47:50Z,cond-mat.mtrl-sci,cond-mat.mtrl-sci,"Fe$_3$GeTe$_2$ is a prototypical metallic van der Waals ferromagnet with itinerant magnetism and a highly tunable Curie temperature, yet how electronic excitations couple to spin and lattice degrees of freedom across its magnetic transition remains largely unexplored. Here, we use two-color pump-probe reflectivity to investigate the coupled electronic, spin, and lattice dynamics. The time-resolved reflectivity exhibits a tri-exponential relaxation, in which the intermediate component shows an anomaly near the Curie temperature due to enhanced interlayer spin-lattice interactions, while the slowest component displays pronounced critical slowing down with an exponent of ~ 0.3, revealing non-universal relaxation dynamics associated with intralayer spin correlations. Furthermore, we observe an emergent nonequilibrium A1g phonon Fano asymmetry that is suppressed in the ferromagnetic phase but anomalously enhanced in the paramagnetic regime, driven by thermally activated anharmonic decay pathways that bridge the kinematic gap to a hot electronic continuum. The pronounced enhancement of the acoustic strain pulse amplitude near T$_c$ further evidences robust magnetoelastic coupling. Overall, our results reveal how magnetic order governs the interplay among critical spin dynamics, electronic continuum excitations, and lattice response in metallic van der Waals ferromagnets",https://arxiv.org/abs/2605.13121,https://arxiv.org/pdf/2605.13121v1,Q11,critical_slowing,L2,raw/arxiv/Q11.xml
2605.13681,v1,Sampling from Flow Language Models via Marginal-Conditioned Bridges,Iskander Azangulov; Leo Zhang,2026-05-13T15:38:48Z,2026-05-13T15:38:48Z,cs.LG,cs.LG;stat.ML,"Flow Language Models (FLMs) are a recently introduced class of language models which adapt continuous flow matching for one-hot encoded token sequences. Their denoisers have a special structure absent from generic continuous diffusion models: each block of the denoising mean is a posterior marginal distribution over the clean token at that position. Standard DDPM-style samplers collapse these marginals to a single conditional-mean endpoint and bridge toward this simplex-valued point, which is generally not a valid one-hot sequence. We argue that the natural sampler for an FLM is instead posterior-predictive. At each reverse step, we sample a clean one-hot endpoint from the factorized posterior defined by the FLM token marginals, and then sample the next continuous state from the analytic Ornstein--Uhlenbeck bridge conditioned on that endpoint. The method is training-free, uses the same model evaluations as standard sampling, and gives a principled interface for token-level decoding controls such as temperature scaling and nucleus truncation. We show that, under exact posterior marginals, the endpoint approximation error is exactly the conditional multi-information among token positions. The induced one-step bridge kernel preserves all token-wise posterior-predictive marginals and loses only the residual cross-position dependence. Finally, we prove a Girsanov path-space comparison showing that the marginal-conditioned bridge has a no-larger denoising-error term than the frozen conditional-mean bridge, with strict improvement whenever intermediate coordinate-wise bridge observations reveal additional information about the clean token. Experiments with FLMs show that the sampler improves the quality--diversity tradeoff. Code is available at: github.com/imbirik/mcb.",https://arxiv.org/abs/2605.13681,https://arxiv.org/pdf/2605.13681v1,Q08,path_space,L2,raw/arxiv/Q08.xml
2605.16020,v1,Variational Autoregressive Networks with probability priors,Piotr Białas; Piotr Korcyl; Tomasz Stebel; Dawid Zapolski,2026-05-15T14:54:30Z,2026-05-15T14:54:30Z,cs.LG,cs.LG;cond-mat.dis-nn;hep-lat,"Monte Carlo methods are essential across diverse scientific fields, yet their efficiency is frequently hampered by critical slowing down-a sharp increase in autocorrelation times near phase transitions. Although deep learning approaches, such as neural-network-based samplers, have been proposed to alleviate this issue, they face another serious problem: the difficulty of training the models. This difficulty partially stems from the overly general nature of original machine-learning architectures, which often ignore underlying physical symmetries and force networks to relearn them from scratch. In this paper, we demonstrate that incorporating physical priors into the model significantly enhances performance. Building upon existing strategies that integrate spin-spin interactions, we propose a framework that utilizes a prior probability distribution as a starting point for training. Our results for the Ising model, as well as for the Edwards-Anderson spin glass model, suggest that moving away from `blank slate' models in favor of physics-informed priors reduces the training burden and facilitates the simulation of larger system sizes in discrete spin models.",https://arxiv.org/abs/2605.16020,https://arxiv.org/pdf/2605.16020v1,Q11,critical_slowing,L2,raw/arxiv/Q11.xml
2605.17271,v1,Scalable Bi-causal Optimal Transport via KL Relaxation and Policy Gradients,Haoyang Cao; Jesse Hoekstra; Renyuan Xu; Yumin Xu; Ruixun Zhang,2026-05-17T05:41:01Z,2026-05-17T05:41:01Z,math.OC,math.OC;cs.LG,"Bi-causal optimal transport (OT) is a natural framework for comparing and coupling stochastic processes under nonanticipative information constraints, with important applications in robust finance, sequential uncertainty quantification, and multistage stochastic optimization. In particular, a learned bi-causal coupling naturally serves as a simulator for generating joint sample paths that respect both prescribed marginal laws and the underlying information flow. Its practical use, however, is limited by the computational difficulty of enforcing bi-causal coupling constraints over path space, especially for continuous distributions and long horizons. We develop a scalable stochastic-optimization framework for computing bi-causal OT couplings under general marginals. Our approach introduces a Kullback--Leibler (KL)-penalized relaxation that replaces hard marginal constraints with tractable divergence penalties while preserving the recursive structure of the problem. We establish dynamic programming principles for both the original and relaxed formulations, prove that the relaxed problem converges to the original bi-causal OT problem as the penalty grows, and derive explicit policy-gradient representations for the relaxed objective. Building on these results, we propose a practical policy-gradient algorithm with unbiased mini-batch estimators, variance reduction, and nonasymptotic regret guarantees. Numerical experiments show that the method accurately captures marginal laws and temporal dependence, and performs well in applications including robust subhedging and time series statistical downscaling. These results provide a scalable computational approach to bi-causal OT and broaden its applicability in settings where nonanticipative information constraints are essential.",https://arxiv.org/abs/2605.17271,https://arxiv.org/pdf/2605.17271v1,Q08,path_space,L2,raw/arxiv/Q08.xml
2605.22444,v1,Normalizing flows for all-orders QED corrections in lattice field theory,Nils Hermansson-Truedsson; Gurtej Kanwar,2026-05-21T13:11:58Z,2026-05-21T13:11:58Z,hep-lat,hep-lat,"This work develops a framework to apply normalizing-flow transformations of field configurations for all-orders Quantum Electrodynamics (QED) corrections in lattice field theory. This opens a new possibility to determine all-order corrections without the need for additional Monte Carlo sampling, generally bypassing the complexity in Wick-contraction diagrams needed at fixed order. The new method is applied to lattice scalar QED in two, three, and four spacetime dimensions, using both analytical and machine-learned flows, with both approaches yielding estimates with significantly reduced variance with respect to standard methods. It is further shown that flows can be trained using small lattice geometries and subsequently evaluated on much larger lattice geometries while maintaining good efficiency. A generalization to theories with fermions is envisaged, suggesting a path to applications in challenging field theories including lattice Quantum Chromodynamics.",https://arxiv.org/abs/2605.22444,https://arxiv.org/pdf/2605.22444v1,Q05,normalizing_flow,L1,raw/arxiv/Q05.xml
2605.22723,v1,The Value of Covariance Matching in Gaussian DDPMs and the Lanczos Sampler,Md Sahil Akhtar; Aymane El Gadarri; Vivek F. Farias; Adam D. Jozefiak,2026-05-21T16:57:27Z,2026-05-21T16:57:27Z,cs.LG,cs.LG;cs.AI;cs.IT,"A central error measure in Gaussian DDPMs is the path-space KL divergence between the exact reverse chain and the learned Gaussian reverse process. This quantity is especially relevant for procedures such as classifier guidance, which perturb the entire reverse trajectory rather than only the terminal sample. Prior analyses show that standard isotropic reverse covariances suffer an unavoidable $Ω(1/T)$ path-KL error as the number of denoising steps $T$ grows. We show that matching the full posterior covariance breaks this barrier, yielding an order-wise improvement that reduces the path KL to $O(1/T^2)$. To make full covariance matching practical, we introduce the Lanczos Gaussian sampler (LGS), a training-free, matrix-free method for sampling from the optimal reverse covariance using only covariance-vector products, which are available through Jacobian-vector products of the posterior mean. LGS avoids dense covariance storage and auxiliary covariance models. We prove that LGS approximation error decays exponentially in the number of Lanczos steps, where each Lanczos step requires a single Jacobian-vector product. Empirically, using only just three such steps improves sample quality over strong diagonal-covariance baselines, including OCM-DDPM, across standard image benchmarks. This identifies full covariance matching as both theoretically valuable and practically accessible for fast DDPM sampling.",https://arxiv.org/abs/2605.22723,https://arxiv.org/pdf/2605.22723v1,Q08,path_space,L2,raw/arxiv/Q08.xml
2605.23434,v2,Onsager-Machlup Posterior Transport for Deep Gaussian Processes,Jian Xu; Delu Zeng; John Paisley; Qibin Zhao,2026-05-22T09:45:52Z,2026-06-24T06:49:44Z,cs.LG,cs.LG,"Approximate inference over inducing variables is the central computational bottleneck of Deep Gaussian Processes (DGPs). Existing methods either fit an explicit density $q_φ(\bU)$ by an ELBO (DSVI, IPVI, DDVI, DBVI) or sample by MCMC (SGHMC). We instead frame DGP inference as \emph{posterior transport}: learn a deterministic sampler that maps a tractable reference measure to posterior-relevant inducing variables, regularised by a path prior derived from the Doob-bridged reference diffusion. Our realisation, \textbf{OM-Path} (formally FBVI-bridge-Path), uses Song's probability-flow ODE applied to DBVI's Doob-bridged forward SDE; the reference drift is closed-form from the bridge marginal coefficients (no score matching) and the path regulariser is the \textbf{Onsager--Machlup action}. At the finite-$ε$ value used at training, the objective is the negative log unnormalised density of a tempered Doob-bridge path posterior, and Theorem 1 identifies it with the same posterior's small-noise MAP path via the Freidlin--Wentzell LDP. Two strict path-space ELBO variants on the same bridge backbone (FFJORD log-det; OM-regularised CNF) are derived as ablations. Under a matched-seed paired Wilcoxon test against DBVI on seven UCI regression benchmarks, OM-Path delivers statistically significant wins on the two largest datasets (\textit{power}: $p\!=\!0.014$, NLL $\mathbf{0.012}$ matching the DSVI baseline of $0.017$; \textit{protein}: $p\!=\!0.002$, RMSE $\mathbf{0.716}$ vs.\ $0.764$, NLL $\mathbf{1.086}$ vs.\ $1.149$), statistical ties on \textit{yacht} / \textit{qsar}, and concedes \textit{boston} / \textit{energy} / \textit{concrete} to DBVI on small-$N$ noisy data. The strict-ELBO variants do not clear DBVI on any UCI metric: in this regime, reducing the variance of the path objective dominates exact-density tracking.",https://arxiv.org/abs/2605.23434,https://arxiv.org/pdf/2605.23434v2,Q08,path_space,L2,raw/arxiv/Q08.xml
